h2_co_molar_ratio,inlet_temperature_c,inlet_pressure_bar_abs,catalyst_space_time_kg_s_mol_co,co_feed_mol_h,h2_feed_mol_h,n2_feed_mol_h,outlet_co_conversion_pct,outlet_ch4_yield_pct,outlet_pressure_bar_abs,pressure_drop_pa,status,terminal_event,solver_function_evaluations,message
4.2,340.0,1.0,35.099999999999994,0.32,1.344,0.799,82.52243576326794,67.55467850232752,0.9999999451468676,0.00548531323147472,completed,,193,The solver successfully reached the end of the integration interval.
4.6,340.0,1.0,35.099999999999994,0.32,1.472,0.799,83.81118308807459,69.66862912161427,0.9999999417749945,0.005822500548674725,completed,,193,The solver successfully reached the end of the integration interval.
5.0,340.0,1.0,35.099999999999994,0.32,1.6,0.799,84.62108548441299,71.32324200987844,0.9999999383208691,0.0061679130885750055,completed,,188,The solver successfully reached the end of the integration interval.
1.0,350.0,1.0,35.099999999999994,0.32,0.32,0.799,32.781057504992965,23.344315981979545,0.9999999671732724,0.003282672754721716,completed,,329,The solver successfully reached the end of the integration interval.
1.4,350.0,1.0,35.099999999999994,0.32,0.44799999999999995,0.799,45.70018563719495,32.65079441438395,0.9999999649667021,0.003503329789964482,completed,,315,The solver successfully reached the end of the integration interval.
1.8,350.0,1.0,35.099999999999994,0.32,0.5760000000000001,0.799,56.904706593623025,41.111160947771374,0.9999999625972014,0.003740279862540774,completed,,276,The solver successfully reached the end of the integration interval.
2.2,350.0,1.0,35.099999999999994,0.32,0.7040000000000001,0.799,66.12624459633716,48.55412242062691,0.9999999600508302,0.003994916973169893,completed,,247,The solver successfully reached the end of the integration interval.
2.6,350.0,1.0,35.099999999999994,0.32,0.8320000000000001,0.799,73.3495383217758,54.913047333374024,0.9999999573274146,0.0042672585404943675,completed,,233,The solver successfully reached the end of the integration interval.
2.9968749999999997,350.0,1.0,35.099999999999994,0.32,0.959,0.799,78.72261278395438,60.17595851834626,0.9999999544597307,0.004554026934783906,completed,,218,The solver successfully reached the end of the integration interval.
3.0,350.0,1.0,35.099999999999994,0.32,0.96,0.799,78.75858137809553,60.213477494208135,0.999999954436534,0.004556346597382799,completed,,218,The solver successfully reached the end of the integration interval.
